Date,SP500
2006-01-03,0.0
2006-01-04,0.003672692165856084
2006-01-05,1.5720164444177342e-05
2006-01-06,0.00939941827746682
2006-01-09,0.003656364058626904
2006-01-10,-0.0003566120152239671
2006-01-11,0.0034815445614146956
2006-01-12,-0.006274239024858241
2006-01-13,0.0012051738868286144
2006-01-17,-0.00363458737856881
2006-01-18,-0.003897328606817352
2006-01-19,0.005563673049041595
2006-01-20,-0.018326315356155143
2006-01-23,0.0018469873074458132
2006-01-24,0.002405436794712612
2006-01-25,-0.001720735539689544
2006-01-26,0.00723495398781715
2006-01-27,0.007763999388942011
2006-01-30,0.0011450861817277058
2006-01-31,-0.003976054306824128
2006-02-01,0.001859262766239267
2006-02-02,-0.009060707821973102
2006-02-03,-0.005358610983438372
2006-02-06,0.0007832021212210716
2006-02-07,-0.00809472643761
2006-02-08,0.008662868988011274
2006-02-09,-0.0014774977004227141
2006-02-10,0.0025399681323814427
2006-02-13,-0.0032596982080339565
2006-02-14,0.010032817691978613
2006-02-15,0.0035044027959925117
2006-02-16,0.007328128906249898
2006-02-17,-0.0016597240469848895
2006-02-21,-0.003270533103931994
2006-02-22,0.007513475742663145
2006-02-23,-0.0037751358304083382
2006-02-24,0.0012735111705581836
2006-02-27,0.0036372201698349205
2006-02-28,-0.010400860084075925
2006-03-01,0.008261330656938348
2006-03-02,-0.0016263243210118405
2006-03-03,-0.0014816350262775169
2006-03-06,-0.006968428438871577
2006-03-07,-0.0018619099255088312
2006-03-08,0.002029944814442075
2006-03-09,-0.0048808271930853575
2006-03-10,0.0072235870435939376
2006-03-13,0.0021148108402775367
2006-03-14,0.010396124183703837
2006-03-15,0.004269846229149499
2006-03-16,0.001772755571322726
2006-03-17,0.001470926175542342
2006-03-20,-0.0016600068846815974
2006-03-21,-0.006014938750618537
2006-03-22,0.006020566222189716
2006-03-23,-0.0025822924196121644
2006-03-24,0.000983280675390663
2006-03-27,-0.001028409417392906
2006-03-28,-0.006438184322932972
2006-03-29,0.007469696147934801
2006-03-30,-0.00202627617803941
2006-03-31,-0.00413766967890794
2006-04-03,0.002270547631308739
2006-04-04,0.006256689831990236
2006-04-05,0.004311107614650256
2006-04-06,-0.0019213912338267303
2006-04-07,-0.010343487285800257
2006-04-10,0.0008645272095715306
2006-04-11,-0.007750959447451633
2006-04-12,0.001204791861351362
2006-04-13,0.0007763251901078405
2006-04-17,-0.002940020335345128
2006-04-18,0.017077383824702475
2006-04-19,0.0020271288027149392
2006-04-20,0.0011679302992768648
2006-04-21,-0.00013719976617720953
2006-04-24,-0.0024175187068299353
2006-04-25,-0.0048696172898642365
2006-04-26,0.002819337216489748
2006-04-27,0.003301596347312863
2006-04-28,0.0006795452613588271
2006-05-01,-0.004135512518623097
2006-05-02,0.006144714840397247
2006-05-03,-0.0038759727318272708
2006-05-04,0.0031572065374629865
2006-05-05,0.010295301962278458
2006-05-08,-0.0008296946594429366
2006-05-09,0.00036234278054769753
